safebrowsing,token_count,avg_path_token,largest_path,largest_token,URL,sec_sen_word_cnt,IPaddress_presence,largest_domain,No_of_dots,host,Length_of_url,ASNno,rank_country,rank_host,path_token_count,domain_token_count,path,avg_token_length,avg_domain_token_length,Length_of_host
-1,4,0,0,12,https://www.urlblacklist.com/,0,0,12,2,www.urlblacklist.com,29,-1,-1,6223113,0,3,/,5.75,6.0,20
